nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Sayur-Sayuran,ketimun 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 639,900 ", 135 
Sayur-Sayuran,kobis 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 115,440 ", 104 
Sayur-Sayuran,tomat 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 790,000 ", 158 
Sayur-Sayuran,ubi kayu basah 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 87,360 ", 78 
Sayur-Sayuran,ubi jalar 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 181,250 ", 145 
Sayur-Sayuran,wortel 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 256,900 ", 70 
Makanan & Minuman,susu kotak (800 ml),11/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,540,890 ", 117 
Makanan & Minuman,telur ayam ras 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 952,490 ", 77 
Makanan & Minuman,telur ayam kampung 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 655,050 ", 33 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),11/4/2008 0:00,PHI Mini Market - Surabaya 01," 9,944,600 ", 95 
Makanan & Minuman,air mineral 600 ml,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 151,800 ", 115 
Makanan & Minuman,jus kesehatan 600 ml,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 859,750 ", 95 
Makanan & Minuman,nasi goreng instant (1 ons),11/4/2008 0:00,PHI Mini Market - Surabaya 01," 683,100 ", 110 
Makanan & Minuman,snack gurih 1 ons,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 812,240 ", 143 
Makanan & Minuman,kacang goreng 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,119,300 ", 91 
Makanan & Minuman,kacang mete 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 6,351,210 ", 81 
Makanan & Minuman,markisa 600 ml,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 2,229,420 ", 146 
Makanan & Minuman,bumbu fried chicken,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 2,792,580 ", 183 
Makanan & Minuman,susu kotak 1 l,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 439,740 ", 42 
Makanan & Minuman,minuman probiotik,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 56,120 ", 61 
Buah,jeruk 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,166,220 ", 93 
Buah,apel 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 333,331,200 "," 5,760 "
Buah,alpukat 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 503,120 ", 76 
Buah,belimbing 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 435,540 ", 102 
Buah,durian 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,653,520 ", 88 
Buah,kelapa muda,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 276,120 ", 52 
Buah,mangga 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,578,060 ", 99 
Buah,Manggis 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 2,528,900 ", 121 
Buah,nenas 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 499,770 ", 81 
Buah,nangka 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 275,375,360 "," 8,576 "
Buah,pepaya 1 buah,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 534,570 ", 103 
Buah,pisang 1 sisir,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 866,600 ", 140 
Buah,rambutan 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 462,840 ", 84 
Buah,salak 1 kg,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,694,970 ", 111 
Buah,semangka 1 buah,11/4/2008 0:00,PHI Mini Market - Surabaya 01," 968,820 ", 67 
Sayur-Sayuran,Bawang Merah / Onion 1kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,346,430 ", 111 
Sayur-Sayuran,buncis 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,178,310 ", 181 
Sayur-Sayuran,kacang panjang 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 413,070 ", 49 
Sayur-Sayuran,kacang hijau 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,203,500 ", 166 
Sayur-Sayuran,kentang 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 73,925,120 "," 8,576 "
Sayur-Sayuran,ketimun 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 387,990 ", 81 
Sayur-Sayuran,kobis 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 140,000 ", 125 
Sayur-Sayuran,tomat 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 685,000 ", 137 
Sayur-Sayuran,ubi kayu basah 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 109,610 ", 97 
Sayur-Sayuran,ubi jalar 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 118,080 ", 96 
Sayur-Sayuran,wortel 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 404,040 ", 111 
Makanan & Minuman,susu kotak (800 ml),11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,830,630 ", 139 
Makanan & Minuman,telur ayam ras 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 888,480 ", 72 
Makanan & Minuman,telur ayam kampung 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 3,071,640 ", 156 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),11/5/2008 0:00,PHI Mini Market - Makassar 01," 20,896,000 ", 200 
Makanan & Minuman,air mineral 600 ml,11/5/2008 0:00,PHI Mini Market - Makassar 01," 72,960 ", 57 
Makanan & Minuman,jus kesehatan 600 ml,11/5/2008 0:00,PHI Mini Market - Makassar 01," 998,800 ", 110 
Makanan & Minuman,nasi goreng instant (1 ons),11/5/2008 0:00,PHI Mini Market - Makassar 01," 518,750 ", 83 
Makanan & Minuman,snack gurih 1 ons,11/5/2008 0:00,PHI Mini Market - Makassar 01," 793,780 ", 142 
Makanan & Minuman,kacang goreng 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 579,980 ", 47 
Makanan & Minuman,kacang mete 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 7,107,100 ", 91 
Makanan & Minuman,markisa 600 ml,11/5/2008 0:00,PHI Mini Market - Makassar 01," 621,600 ", 40 
Makanan & Minuman,bumbu fried chicken,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,964,800 ", 128 
Makanan & Minuman,susu kotak 1 l,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,116,010 ", 107 
Makanan & Minuman,minuman probiotik,11/5/2008 0:00,PHI Mini Market - Makassar 01," 101,200 ", 110 
Buah,jeruk 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,515,600 ", 120 
Buah,apel 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,840,640,000 "," 32,000 "
Buah,alpukat 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 987,870 ", 149 
Buah,belimbing 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 485,640 ", 114 
Buah,durian 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,864,170 ", 99 
Buah,kelapa muda,11/5/2008 0:00,PHI Mini Market - Makassar 01," 532,270 ", 101 
Buah,mangga 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,147,360 ", 71 
Buah,Manggis 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 288,400 ", 14 
Buah,nenas 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 817,080 ", 132 
Buah,nangka 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 179,512,320 "," 5,568 "
Buah,pepaya 1 buah,11/5/2008 0:00,PHI Mini Market - Makassar 01," 396,750 ", 75 
Buah,pisang 1 sisir,11/5/2008 0:00,PHI Mini Market - Makassar 01," 453,600 ", 72 
Buah,rambutan 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 558,000 ", 100 
Buah,salak 1 kg,11/5/2008 0:00,PHI Mini Market - Makassar 01," 1,404,840 ", 92 
Buah,semangka 1 buah,11/5/2008 0:00,PHI Mini Market - Makassar 01," 460,160 ", 32 
Sayur-Sayuran,Bawang Merah / Onion 1kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 906,000 ", 75 
Sayur-Sayuran,buncis 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,127,000 ", 175 
Sayur-Sayuran,kacang panjang 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 912,710 ", 107 
Sayur-Sayuran,kacang hijau 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 443,470 ", 61 
Sayur-Sayuran,kentang 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 77,786,880 "," 9,024 "
Sayur-Sayuran,ketimun 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 128,250 ", 27 
Sayur-Sayuran,kobis 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 140,220 ", 123 
Sayur-Sayuran,tomat 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 387,660 ", 78 
Sayur-Sayuran,ubi kayu basah 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 49,720 ", 44 
Sayur-Sayuran,ubi jalar 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 56,120 ", 46 
Sayur-Sayuran,wortel 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 285,480 ", 78 
Makanan & Minuman,susu kotak (800 ml),11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,549,760 ", 116 
Makanan & Minuman,telur ayam ras 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,580,040 ", 126 
Makanan & Minuman,telur ayam kampung 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,420,710 ", 71 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 12,613,200 ", 120 
Makanan & Minuman,air mineral 600 ml,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 59,340 ", 46 
Makanan & Minuman,jus kesehatan 600 ml,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 622,380 ", 69 
Makanan & Minuman,nasi goreng instant (1 ons),11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 472,720 ", 76 
Makanan & Minuman,snack gurih 1 ons,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 544,170 ", 97 
Makanan & Minuman,kacang goreng 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,199,520 ", 98 
Makanan & Minuman,kacang mete 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 11,907,280 ", 154 
Makanan & Minuman,markisa 600 ml,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 3,216,510 ", 209 
Makanan & Minuman,bumbu fried chicken,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 955,710 ", 63 
Makanan & Minuman,susu kotak 1 l,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,327,150 ", 127 
Makanan & Minuman,minuman probiotik,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 137,410 ", 151 
Buah,jeruk 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,484,440 ", 118 
Buah,apel 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 788,300,800 "," 13,568 "
Buah,alpukat 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 324,870 ", 49 
Buah,belimbing 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 374,880 ", 88 
Buah,durian 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,479,120 ", 133 
Buah,kelapa muda,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 401,170 ", 77 
Buah,mangga 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,052,320 ", 127 
Buah,Manggis 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,545,000 ", 125 
Buah,nenas 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 839,120 ", 136 
Buah,nangka 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 254,320,000 "," 8,000 "
Buah,pepaya 1 buah,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 326,120 ", 62 
Buah,pisang 1 sisir,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,275,100 ", 205 
Buah,rambutan 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 354,560 ", 64 
Buah,salak 1 kg,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 728,640 ", 48 
Buah,semangka 1 buah,11/5/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,985,200 ", 140 
Sayur-Sayuran,Bawang Merah / Onion 1kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,425,620 ", 119 
Sayur-Sayuran,buncis 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 627,200 ", 98 
Sayur-Sayuran,kacang panjang 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 767,700 ", 90 
Sayur-Sayuran,kacang hijau 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 728,000 ", 100 
Sayur-Sayuran,kentang 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 87,165,440 "," 10,112 "
Sayur-Sayuran,ketimun 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 474,000 ", 100 
Sayur-Sayuran,kobis 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 178,980 ", 157 
Sayur-Sayuran,tomat 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 406,720 ", 82 
Sayur-Sayuran,ubi kayu basah 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 186,450 ", 165 
Sayur-Sayuran,ubi jalar 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 17,220 ", 14 
Sayur-Sayuran,wortel 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 394,830 ", 107 
Makanan & Minuman,susu kotak (800 ml),11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,108,800 ", 84 
Makanan & Minuman,telur ayam ras 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 2,023,380 ", 162 
Makanan & Minuman,telur ayam kampung 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,181,400 ", 60 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),11/5/2008 0:00,PHI Mini Market - Surabaya 01," 11,388,320 ", 109 
Makanan & Minuman,air mineral 600 ml,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 157,440 ", 123 
Makanan & Minuman,jus kesehatan 600 ml,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,055,340 ", 117 
Makanan & Minuman,nasi goreng instant (1 ons),11/5/2008 0:00,PHI Mini Market - Surabaya 01," 715,300 ", 115 
Makanan & Minuman,snack gurih 1 ons,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 841,500 ", 150 
Makanan & Minuman,kacang goreng 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,018,410 ", 83 
Makanan & Minuman,kacang mete 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 7,190,760 ", 93 
Makanan & Minuman,markisa 600 ml,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,252,140 ", 82 
Makanan & Minuman,bumbu fried chicken,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 2,136,400 ", 140 
Makanan & Minuman,susu kotak 1 l,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 858,540 ", 82 
Makanan & Minuman,minuman probiotik,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 68,080 ", 74 
Buah,jeruk 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,320,900 ", 105 
Buah,apel 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 570,366,720 "," 9,856 "
Buah,alpukat 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 515,080 ", 79 
Buah,belimbing 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 310,980 ", 73 
Buah,durian 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 2,330,000 ", 125 
Buah,kelapa muda,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 341,250 ", 65 
Buah,mangga 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,580,130 ", 97 
Buah,Manggis 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 2,040,000 ", 100 
Buah,nenas 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 850,770 ", 137 
Buah,nangka 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 256,838,400 "," 8,064 "
Buah,pepaya 1 buah,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 499,700 ", 95 
Buah,pisang 1 sisir,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 529,200 ", 84 
Buah,rambutan 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 616,000 ", 110 
Buah,salak 1 kg,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,733,940 ", 114 
Buah,semangka 1 buah,11/5/2008 0:00,PHI Mini Market - Surabaya 01," 1,544,010 ", 107 
Sayur-Sayuran,Bawang Merah / Onion 1kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 892,440 ", 74 
Sayur-Sayuran,buncis 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 672,000 ", 105 
Sayur-Sayuran,kacang panjang 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 680,800 ", 80 
Sayur-Sayuran,kacang hijau 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,071,000 ", 150 
Sayur-Sayuran,kentang 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 45,605,120 "," 5,248 "
Sayur-Sayuran,ketimun 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 238,000 ", 50 
Sayur-Sayuran,kobis 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 71,680 ", 64 
Sayur-Sayuran,tomat 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 421,600 ", 85 
Sayur-Sayuran,ubi kayu basah 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 109,760 ", 98 
Sayur-Sayuran,ubi jalar 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 121,770 ", 99 
Sayur-Sayuran,wortel 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 293,600 ", 80 
Makanan & Minuman,susu kotak (800 ml),11/6/2008 0:00,PHI Mini Market - Makassar 01," 2,151,360 ", 166 
Makanan & Minuman,telur ayam ras 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,686,150 ", 135 
Makanan & Minuman,telur ayam kampung 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,409,350 ", 71 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),11/6/2008 0:00,PHI Mini Market - Makassar 01," 12,799,380 ", 123 
Makanan & Minuman,air mineral 600 ml,11/6/2008 0:00,PHI Mini Market - Makassar 01," 116,160 ", 88 
Makanan & Minuman,jus kesehatan 600 ml,11/6/2008 0:00,PHI Mini Market - Makassar 01," 536,900 ", 59 
Makanan & Minuman,nasi goreng instant (1 ons),11/6/2008 0:00,PHI Mini Market - Makassar 01," 468,420 ", 74 
Makanan & Minuman,snack gurih 1 ons,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,086,150 ", 195 
Makanan & Minuman,kacang goreng 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,316,520 ", 106 
Makanan & Minuman,kacang mete 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 8,513,700 ", 111 
Makanan & Minuman,markisa 600 ml,11/6/2008 0:00,PHI Mini Market - Makassar 01," 2,164,350 ", 141 
Makanan & Minuman,bumbu fried chicken,11/6/2008 0:00,PHI Mini Market - Makassar 01," 2,472,120 ", 162 
Makanan & Minuman,susu kotak 1 l,11/6/2008 0:00,PHI Mini Market - Makassar 01," 424,400 ", 40 
Makanan & Minuman,minuman probiotik,11/6/2008 0:00,PHI Mini Market - Makassar 01," 113,740 ", 121 
Buah,jeruk 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,494,090 ", 117 
Buah,apel 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 570,885,120 "," 9,984 "
Buah,alpukat 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 488,400 ", 74 
Buah,belimbing 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 344,400 ", 82 
Buah,durian 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 2,315,560 ", 122 
Buah,kelapa muda,11/6/2008 0:00,PHI Mini Market - Makassar 01," 558,540 ", 107 
Buah,mangga 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,866,440 ", 116 
Buah,Manggis 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,879,150 ", 91 
Buah,nenas 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 509,220 ", 82 
Buah,nangka 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 415,893,760 "," 12,928 "
Buah,pepaya 1 buah,11/6/2008 0:00,PHI Mini Market - Makassar 01," 373,800 ", 70 
Buah,pisang 1 sisir,11/6/2008 0:00,PHI Mini Market - Makassar 01," 829,920 ", 133 
Buah,rambutan 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 786,740 ", 139 
Buah,salak 1 kg,11/6/2008 0:00,PHI Mini Market - Makassar 01," 2,026,920 ", 133 
Buah,semangka 1 buah,11/6/2008 0:00,PHI Mini Market - Makassar 01," 1,868,100 ", 130 
Sayur-Sayuran,Bawang Merah / Onion 1kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,158,740 ", 179 
Sayur-Sayuran,buncis 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 292,050 ", 45 
Sayur-Sayuran,kacang panjang 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,153,680 ", 138 
Sayur-Sayuran,kacang hijau 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 439,810 ", 61 
Sayur-Sayuran,kentang 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 61,318,400 "," 7,040 "
Sayur-Sayuran,ketimun 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 201,180 ", 42 
Sayur-Sayuran,kobis 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 177,410 ", 157 
Sayur-Sayuran,tomat 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 547,180 ", 109 
Sayur-Sayuran,ubi kayu basah 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 89,600 ", 80 
Sayur-Sayuran,ubi jalar 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 62,000 ", 50 
Sayur-Sayuran,wortel 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 474,220 ", 131 
Makanan & Minuman,susu kotak (800 ml),11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,870,560 ", 144 
Makanan & Minuman,telur ayam ras 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,093,590 ", 87 
Makanan & Minuman,telur ayam kampung 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,985,000 ", 100 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 7,240,800 ", 70 
Makanan & Minuman,air mineral 600 ml,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 65,500 ", 50 
Makanan & Minuman,jus kesehatan 600 ml,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 880,320 ", 96 
Makanan & Minuman,nasi goreng instant (1 ons),11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 669,920 ", 106 
Makanan & Minuman,snack gurih 1 ons,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 235,620 ", 42 
Makanan & Minuman,kacang goreng 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 579,040 ", 47 
Makanan & Minuman,kacang mete 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 6,689,080 ", 86 
Makanan & Minuman,markisa 600 ml,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,231,200 ", 81 
Makanan & Minuman,bumbu fried chicken,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,918,750 ", 125 
Makanan & Minuman,susu kotak 1 l,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,284,660 ", 122 
Makanan & Minuman,minuman probiotik,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 158,100 ", 170 
Buah,jeruk 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,645,940 ", 209 
Buah,apel 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,082,296,320 "," 18,816 "
Buah,alpukat 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 585,000 ", 90 
Buah,belimbing 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 251,400 ", 60 
Buah,durian 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,845,340 ", 98 
Buah,kelapa muda,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 690,360 ", 132 
Buah,mangga 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,580,660 ", 162 
Buah,Manggis 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,854,900 ", 90 
Buah,nenas 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 425,680 ", 68 
Buah,nangka 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 376,775,040 "," 11,712 "
Buah,pepaya 1 buah,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 364,320 ", 69 
Buah,pisang 1 sisir,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 465,460 ", 74 
Buah,rambutan 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 353,430 ", 63 
Buah,salak 1 kg,11/6/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,624,980 ", 106 
