kode_produk;tgl_berlaku;kode_cabang;kode_cabang_1;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000029;2008-02-23;CABANG-065;065;6090;5790;30
PROD-0000030;2008-02-23;CABANG-065;065;4060;3840;0
PROD-0000031;2008-02-23;CABANG-065;065;18370;17390;300
PROD-0000032;2008-02-23;CABANG-065;065;5030;4780;40
PROD-0000033;2008-02-23;CABANG-065;065;15680;14890;0
PROD-0000034;2008-02-23;CABANG-065;065;20140;19050;160
PROD-0000035;2008-02-23;CABANG-065;065;6010;5710;10
PROD-0000036;2008-02-23;CABANG-065;065;30560;29220;120
PROD-0000037;2008-02-23;CABANG-065;065;5030;4780;80
PROD-0000038;2008-02-23;CABANG-065;065;6000;5730;0
PROD-0000039;2008-02-23;CABANG-065;065;5510;5210;110
PROD-0000040;2008-02-23;CABANG-065;065;15080;14330;290
PROD-0000041;2008-02-23;CABANG-065;065;13250;12630;10
PROD-0000001;2008-02-24;CABANG-065;065;10990;10410;200
PROD-0000002;2008-02-24;CABANG-065;065;4180;3950;20
PROD-0000003;2008-02-24;CABANG-065;065;6290;5970;60
PROD-0000004;2008-02-24;CABANG-065;065;8050;7650;100
PROD-0000005;2008-02-24;CABANG-065;065;7080;6720;140
PROD-0000006;2008-02-24;CABANG-065;065;8030;7650;60
PROD-0000007;2008-02-24;CABANG-065;065;4610;4380;0
PROD-0000008;2008-02-24;CABANG-065;065;1070;1010;10
PROD-0000009;2008-02-24;CABANG-065;065;4740;4540;80
PROD-0000010;2008-02-24;CABANG-065;065;1110;1060;30
PROD-0000011;2008-02-24;CABANG-065;065;1210;1150;30
PROD-0000012;2008-02-24;CABANG-065;065;3490;3310;10
PROD-0000013;2008-02-24;CABANG-065;065;12190;11580;220
PROD-0000014;2008-02-24;CABANG-065;065;11460;10920;90
PROD-0000015;2008-02-24;CABANG-065;065;18820;17940;140
PROD-0000016;2008-02-24;CABANG-065;065;95480;91030;190
PROD-0000017;2008-02-24;CABANG-065;065;1200;1140;20
PROD-0000018;2008-02-24;CABANG-065;065;8950;8540;50
PROD-0000019;2008-02-24;CABANG-065;065;6030;5720;10
PROD-0000020;2008-02-24;CABANG-065;065;5240;4980;120
PROD-0000021;2008-02-24;CABANG-065;065;11860;11270;10
PROD-0000022;2008-02-24;CABANG-065;065;70560;67270;1620
PROD-0000023;2008-02-24;CABANG-065;065;14350;13500;310
PROD-0000024;2008-02-24;CABANG-065;065;15080;14330;280
PROD-0000025;2008-02-24;CABANG-065;065;10100;9600;180
PROD-0000026;2008-02-24;CABANG-065;065;910;860;10
PROD-0000027;2008-02-24;CABANG-065;065;12080;11400;110
PROD-0000028;2008-02-24;CABANG-065;065;55010;52260;360
PROD-0000029;2008-02-24;CABANG-065;065;5970;5660;70
PROD-0000030;2008-02-24;CABANG-065;065;4010;3810;0
PROD-0000031;2008-02-24;CABANG-065;065;18110;17200;100
PROD-0000032;2008-02-24;CABANG-065;065;5000;4790;70
PROD-0000033;2008-02-24;CABANG-065;065;15520;14750;150
PROD-0000034;2008-02-24;CABANG-065;065;20140;19100;210
PROD-0000035;2008-02-24;CABANG-065;065;6040;5740;60
PROD-0000036;2008-02-24;CABANG-065;065;29840;28270;150
PROD-0000037;2008-02-24;CABANG-065;065;4980;4780;90
PROD-0000038;2008-02-24;CABANG-065;065;6070;5760;80
PROD-0000039;2008-02-24;CABANG-065;065;5510;5230;100
PROD-0000040;2008-02-24;CABANG-065;065;14990;14320;350
PROD-0000041;2008-02-24;CABANG-065;065;13140;12460;30
PROD-0000001;2008-02-25;CABANG-065;065;11190;10730;140
PROD-0000002;2008-02-25;CABANG-065;065;4200;4020;60
PROD-0000003;2008-02-25;CABANG-065;065;6250;5980;60
PROD-0000004;2008-02-25;CABANG-065;065;8130;7710;180
PROD-0000005;2008-02-25;CABANG-065;065;7060;6740;170
PROD-0000006;2008-02-25;CABANG-065;065;8030;7630;100
PROD-0000007;2008-02-25;CABANG-065;065;4570;4310;70
PROD-0000008;2008-02-25;CABANG-065;065;1080;1030;10
PROD-0000009;2008-02-25;CABANG-065;065;4670;4440;20
PROD-0000010;2008-02-25;CABANG-065;065;1100;1040;10
PROD-0000011;2008-02-25;CABANG-065;065;1220;1150;30
PROD-0000012;2008-02-25;CABANG-065;065;3540;3350;0
PROD-0000013;2008-02-25;CABANG-065;065;12410;11880;20
PROD-0000014;2008-02-25;CABANG-065;065;11410;10840;60
PROD-0000015;2008-02-25;CABANG-065;065;18970;18020;190
PROD-0000016;2008-02-25;CABANG-065;065;98390;93000;1820
PROD-0000017;2008-02-25;CABANG-065;065;1210;1150;10
PROD-0000018;2008-02-25;CABANG-065;065;8870;8380;30
PROD-0000019;2008-02-25;CABANG-065;065;6060;5740;50
PROD-0000020;2008-02-25;CABANG-065;065;5260;5030;20
PROD-0000021;2008-02-25;CABANG-065;065;12160;11550;10
PROD-0000022;2008-02-25;CABANG-065;065;70560;66800;1480
PROD-0000023;2008-02-25;CABANG-065;065;14180;13430;60
PROD-0000024;2008-02-25;CABANG-065;065;15320;14560;190
PROD-0000025;2008-02-25;CABANG-065;065;9960;9430;100
PROD-0000026;2008-02-25;CABANG-065;065;890;840;0
PROD-0000027;2008-02-25;CABANG-065;065;12090;11370;160
PROD-0000028;2008-02-25;CABANG-065;065;55440;52670;110
PROD-0000029;2008-02-25;CABANG-065;065;6140;5830;10
PROD-0000030;2008-02-25;CABANG-065;065;4020;3820;40
PROD-0000031;2008-02-25;CABANG-065;065;18110;17040;330
PROD-0000032;2008-02-25;CABANG-065;065;4990;4780;110
PROD-0000033;2008-02-25;CABANG-065;065;15440;14620;240
PROD-0000034;2008-02-25;CABANG-065;065;20220;19300;210
PROD-0000035;2008-02-25;CABANG-065;065;6090;5770;110
PROD-0000036;2008-02-25;CABANG-065;065;30150;28790;380
PROD-0000037;2008-02-25;CABANG-065;065;5040;4790;60
PROD-0000038;2008-02-25;CABANG-065;065;6040;5710;70
PROD-0000039;2008-02-25;CABANG-065;065;5460;5180;40
PROD-0000040;2008-02-25;CABANG-065;065;14960;14210;300
PROD-0000041;2008-02-25;CABANG-065;065;13120;12460;270
PROD-0000001;2008-02-26;CABANG-065;065;11070;10450;170
PROD-0000002;2008-02-26;CABANG-065;065;4240;4030;80
PROD-0000003;2008-02-26;CABANG-065;065;6210;5880;110
PROD-0000004;2008-02-26;CABANG-065;065;8140;7810;100
PROD-0000005;2008-02-26;CABANG-065;065;7110;6770;80
PROD-0000006;2008-02-26;CABANG-065;065;8090;7710;120
PROD-0000007;2008-02-26;CABANG-065;065;4580;4390;70
PROD-0000008;2008-02-26;CABANG-065;065;1070;1010;0
PROD-0000009;2008-02-26;CABANG-065;065;4760;4530;110
PROD-0000010;2008-02-26;CABANG-065;065;1110;1050;0
PROD-0000011;2008-02-26;CABANG-065;065;1220;1170;10
PROD-0000012;2008-02-26;CABANG-065;065;3510;3300;50
PROD-0000013;2008-02-26;CABANG-065;065;12170;11620;20
PROD-0000014;2008-02-26;CABANG-065;065;11550;10940;30
PROD-0000015;2008-02-26;CABANG-065;065;19160;18160;460
PROD-0000016;2008-02-26;CABANG-065;065;96640;91800;580
PROD-0000017;2008-02-26;CABANG-065;065;1230;1170;0
PROD-0000018;2008-02-26;CABANG-065;065;8820;8390;190
PROD-0000019;2008-02-26;CABANG-065;065;6060;5750;30
PROD-0000020;2008-02-26;CABANG-065;065;5310;5010;90
PROD-0000021;2008-02-26;CABANG-065;065;12230;11560;200
PROD-0000022;2008-02-26;CABANG-065;065;71410;67840;890
PROD-0000023;2008-02-26;CABANG-065;065;14040;13340;250
PROD-0000024;2008-02-26;CABANG-065;065;15110;14260;260
PROD-0000025;2008-02-26;CABANG-065;065;10040;9580;220
PROD-0000026;2008-02-26;CABANG-065;065;890;850;10
PROD-0000027;2008-02-26;CABANG-065;065;12060;11400;210
PROD-0000028;2008-02-26;CABANG-065;065;55450;53180;330
PROD-0000029;2008-02-26;CABANG-065;065;6170;5840;150
PROD-0000030;2008-02-26;CABANG-065;065;4000;3800;30
PROD-0000031;2008-02-26;CABANG-065;065;18070;17200;270
PROD-0000032;2008-02-26;CABANG-065;065;5080;4850;70
PROD-0000033;2008-02-26;CABANG-065;065;15720;14780;260
PROD-0000034;2008-02-26;CABANG-065;065;20100;19100;300
PROD-0000035;2008-02-26;CABANG-065;065;5990;5690;0
PROD-0000036;2008-02-26;CABANG-065;065;30200;28570;80
PROD-0000037;2008-02-26;CABANG-065;065;5020;4770;0
PROD-0000038;2008-02-26;CABANG-065;065;6090;5830;140
PROD-0000039;2008-02-26;CABANG-065;065;5570;5290;100
PROD-0000040;2008-02-26;CABANG-065;065;14810;14070;200
PROD-0000041;2008-02-26;CABANG-065;065;13010;12400;120
PROD-0000001;2008-02-27;CABANG-065;065;11060;10590;10
PROD-0000002;2008-02-27;CABANG-065;065;4150;3950;80
PROD-0000003;2008-02-27;CABANG-065;065;6200;5850;120
PROD-0000004;2008-02-27;CABANG-065;065;7970;7570;60
PROD-0000005;2008-02-27;CABANG-065;065;7080;6790;120
PROD-0000006;2008-02-27;CABANG-065;065;8040;7640;50
PROD-0000007;2008-02-27;CABANG-065;065;4590;4320;90
PROD-0000008;2008-02-27;CABANG-065;065;1070;1010;20
PROD-0000009;2008-02-27;CABANG-065;065;4700;4450;70
PROD-0000010;2008-02-27;CABANG-065;065;1100;1040;20
PROD-0000011;2008-02-27;CABANG-065;065;1220;1150;20
PROD-0000012;2008-02-27;CABANG-065;065;3540;3340;10
PROD-0000013;2008-02-27;CABANG-065;065;12300;11800;20
PROD-0000014;2008-02-27;CABANG-065;065;11550;10900;100
PROD-0000015;2008-02-27;CABANG-065;065;19390;18500;40
PROD-0000016;2008-02-27;CABANG-065;065;96640;91940;1690
PROD-0000017;2008-02-27;CABANG-065;065;1210;1150;0
PROD-0000018;2008-02-27;CABANG-065;065;8970;8440;40
PROD-0000019;2008-02-27;CABANG-065;065;6070;5740;80
PROD-0000020;2008-02-27;CABANG-065;065;5310;5010;100
PROD-0000021;2008-02-27;CABANG-065;065;12230;11620;260
PROD-0000022;2008-02-27;CABANG-065;065;71270;67690;1750
PROD-0000023;2008-02-27;CABANG-065;065;14380;13740;40
PROD-0000024;2008-02-27;CABANG-065;065;15110;14350;230
PROD-0000025;2008-02-27;CABANG-065;065;10160;9700;180
PROD-0000026;2008-02-27;CABANG-065;065;900;850;0
PROD-0000027;2008-02-27;CABANG-065;065;12010;11330;190
PROD-0000028;2008-02-27;CABANG-065;065;55670;52890;60
PROD-0000029;2008-02-27;CABANG-065;065;6080;5780;110
PROD-0000030;2008-02-27;CABANG-065;065;4010;3810;50
PROD-0000031;2008-02-27;CABANG-065;065;18180;17380;60
PROD-0000032;2008-02-27;CABANG-065;065;5090;4820;110
PROD-0000033;2008-02-27;CABANG-065;065;15740;15060;310
PROD-0000034;2008-02-27;CABANG-065;065;20060;19060;220
PROD-0000035;2008-02-27;CABANG-065;065;6020;5690;140
PROD-0000036;2008-02-27;CABANG-065;065;30080;28680;500
PROD-0000037;2008-02-27;CABANG-065;065;4980;4730;40
PROD-0000038;2008-02-27;CABANG-065;065;6090;5790;120
PROD-0000039;2008-02-27;CABANG-065;065;5530;5260;80
PROD-0000040;2008-02-27;CABANG-065;065;14990;14100;150
PROD-0000041;2008-02-27;CABANG-065;065;13090;12430;140
PROD-0000001;2008-02-28;CABANG-065;065;11060;10500;260
PROD-0000002;2008-02-28;CABANG-065;065;4260;4010;80
PROD-0000003;2008-02-28;CABANG-065;065;6140;5830;60
PROD-0000004;2008-02-28;CABANG-065;065;8040;7600;0
PROD-0000005;2008-02-28;CABANG-065;065;7160;6850;70
PROD-0000006;2008-02-28;CABANG-065;065;8100;7740;180
PROD-0000007;2008-02-28;CABANG-065;065;4610;4400;70
PROD-0000008;2008-02-28;CABANG-065;065;1080;1030;10
PROD-0000009;2008-02-28;CABANG-065;065;4720;4470;60
PROD-0000010;2008-02-28;CABANG-065;065;1100;1050;10
PROD-0000011;2008-02-28;CABANG-065;065;1210;1160;0
PROD-0000012;2008-02-28;CABANG-065;065;3530;3350;70
PROD-0000013;2008-02-28;CABANG-065;065;12210;11600;180
PROD-0000014;2008-02-28;CABANG-065;065;11290;10780;120
PROD-0000015;2008-02-28;CABANG-065;065;19270;18450;360
PROD-0000016;2008-02-28;CABANG-065;065;97220;93250;1990
PROD-0000017;2008-02-28;CABANG-065;065;1210;1150;20
PROD-0000018;2008-02-28;CABANG-065;065;8880;8520;100
PROD-0000019;2008-02-28;CABANG-065;065;5980;5680;100
PROD-0000020;2008-02-28;CABANG-065;065;5270;5040;110
PROD-0000021;2008-02-28;CABANG-065;065;12200;11590;40
PROD-0000022;2008-02-28;CABANG-065;065;71400;67180;1640
PROD-0000023;2008-02-28;CABANG-065;065;13990;13290;80
PROD-0000024;2008-02-28;CABANG-065;065;15140;14470;270
PROD-0000025;2008-02-28;CABANG-065;065;10160;9600;70
PROD-0000026;2008-02-28;CABANG-065;065;910;860;10
PROD-0000027;2008-02-28;CABANG-065;065;12110;11500;180
PROD-0000028;2008-02-28;CABANG-065;065;55560;52780;440
PROD-0000029;2008-02-28;CABANG-065;065;6070;5730;100
PROD-0000030;2008-02-28;CABANG-065;065;4090;3890;90
PROD-0000031;2008-02-28;CABANG-065;065;18040;17160;10
PROD-0000032;2008-02-28;CABANG-065;065;5010;4760;110
PROD-0000033;2008-02-28;CABANG-065;065;15500;14720;50
PROD-0000034;2008-02-28;CABANG-065;065;20100;18910;300
PROD-0000035;2008-02-28;CABANG-065;065;6060;5760;50
PROD-0000036;2008-02-28;CABANG-065;065;29780;28290;190
PROD-0000037;2008-02-28;CABANG-065;065;4990;4740;120
PROD-0000038;2008-02-28;CABANG-065;065;6040;5750;130
PROD-0000039;2008-02-28;CABANG-065;065;5510;5240;10
PROD-0000040;2008-02-28;CABANG-065;065;14990;14190;290
PROD-0000041;2008-02-28;CABANG-065;065;13110;12450;70
PROD-0000001;2008-02-29;CABANG-065;065;11230;10670;270
PROD-0000002;2008-02-29;CABANG-065;065;4180;3970;0
PROD-0000003;2008-02-29;CABANG-065;065;6330;6030;150
PROD-0000004;2008-02-29;CABANG-065;065;8180;7770;150
PROD-0000005;2008-02-29;CABANG-065;065;7110;6760;30
PROD-0000006;2008-02-29;CABANG-065;065;8120;7740;160
PROD-0000007;2008-02-29;CABANG-065;065;4660;4460;50
PROD-0000008;2008-02-29;CABANG-065;065;1080;1030;20
PROD-0000009;2008-02-29;CABANG-065;065;4740;4500;50
PROD-0000010;2008-02-29;CABANG-065;065;1110;1050;10
PROD-0000011;2008-02-29;CABANG-065;065;1220;1160;20
PROD-0000012;2008-02-29;CABANG-065;065;3530;3320;40
PROD-0000013;2008-02-29;CABANG-065;065;12320;11730;140
PROD-0000014;2008-02-29;CABANG-065;065;11280;10620;20
PROD-0000015;2008-02-29;CABANG-065;065;19040;18090;340
PROD-0000016;2008-02-29;CABANG-065;065;96830;91390;0
PROD-0000017;2008-02-29;CABANG-065;065;1200;1130;0
PROD-0000018;2008-02-29;CABANG-065;065;8910;8470;200
PROD-0000019;2008-02-29;CABANG-065;065;6030;5770;120
PROD-0000020;2008-02-29;CABANG-065;065;5300;5040;30
PROD-0000021;2008-02-29;CABANG-065;065;11860;11270;290
PROD-0000022;2008-02-29;CABANG-065;065;71270;67970;1460
PROD-0000023;2008-02-29;CABANG-065;065;14120;13480;200
PROD-0000024;2008-02-29;CABANG-065;065;15050;14300;190
PROD-0000025;2008-02-29;CABANG-065;065;9900;9370;90
PROD-0000026;2008-02-29;CABANG-065;065;910;860;10
PROD-0000027;2008-02-29;CABANG-065;065;12160;11520;230
PROD-0000028;2008-02-29;CABANG-065;065;55780;53300;1090
PROD-0000029;2008-02-29;CABANG-065;065;6110;5830;0
PROD-0000030;2008-02-29;CABANG-065;065;4000;3800;10
PROD-0000031;2008-02-29;CABANG-065;065;17960;17130;40
PROD-0000032;2008-02-29;CABANG-065;065;5070;4860;90
PROD-0000033;2008-02-29;CABANG-065;065;15590;14830;30
PROD-0000034;2008-02-29;CABANG-065;065;20020;19130;330
PROD-0000035;2008-02-29;CABANG-065;065;6090;5750;30
PROD-0000036;2008-02-29;CABANG-065;065;30440;28920;240
PROD-0000037;2008-02-29;CABANG-065;065;4970;4720;70
PROD-0000038;2008-02-29;CABANG-065;065;6020;5720;90
PROD-0000039;2008-02-29;CABANG-065;065;5530;5260;50
PROD-0000040;2008-02-29;CABANG-065;065;14990;14350;310
PROD-0000041;2008-02-29;CABANG-065;065;13280;12610;290
PROD-0000001;2008-03-01;CABANG-065;065;11160;10590;70
PROD-0000002;2008-03-01;CABANG-065;065;4220;4010;30
PROD-0000003;2008-03-01;CABANG-065;065;6270;6020;40
PROD-0000004;2008-03-01;CABANG-065;065;8190;7780;50
PROD-0000005;2008-03-01;CABANG-065;065;7250;6920;20
PROD-0000006;2008-03-01;CABANG-065;065;8220;7830;50
PROD-0000007;2008-03-01;CABANG-065;065;4690;4450;80
PROD-0000008;2008-03-01;CABANG-065;065;1100;1040;0
PROD-0000009;2008-03-01;CABANG-065;065;4800;4590;40
PROD-0000010;2008-03-01;CABANG-065;065;1090;1040;0
PROD-0000011;2008-03-01;CABANG-065;065;1200;1130;10
PROD-0000012;2008-03-01;CABANG-065;065;3570;3420;10
PROD-0000013;2008-03-01;CABANG-065;065;12230;11740;260
PROD-0000014;2008-03-01;CABANG-065;065;11570;11110;0
PROD-0000015;2008-03-01;CABANG-065;065;18970;18030;380
PROD-0000016;2008-03-01;CABANG-065;065;98260;93340;290
PROD-0000017;2008-03-01;CABANG-065;065;1230;1170;10
PROD-0000018;2008-03-01;CABANG-065;065;9070;8610;200
PROD-0000019;2008-03-01;CABANG-065;065;6040;5690;100
PROD-0000020;2008-03-01;CABANG-065;065;5310;5050;90
PROD-0000021;2008-03-01;CABANG-065;065;12290;11670;60
PROD-0000022;2008-03-01;CABANG-065;065;70700;67670;740
PROD-0000023;2008-03-01;CABANG-065;065;14170;13470;330
PROD-0000024;2008-03-01;CABANG-065;065;15110;14330;110
PROD-0000025;2008-03-01;CABANG-065;065;10150;9640;90
PROD-0000026;2008-03-01;CABANG-065;065;910;860;20
PROD-0000027;2008-03-01;CABANG-065;065;11950;11360;160
PROD-0000028;2008-03-01;CABANG-065;065;55670;52660;1280
PROD-0000029;2008-03-01;CABANG-065;065;6160;5850;110
PROD-0000030;2008-03-01;CABANG-065;065;4030;3790;30
PROD-0000031;2008-03-01;CABANG-065;065;17860;16930;410
PROD-0000032;2008-03-01;CABANG-065;065;5060;4800;20
PROD-0000033;2008-03-01;CABANG-065;065;15810;15140;170
PROD-0000034;2008-03-01;CABANG-065;065;20200;19170;270
PROD-0000035;2008-03-01;CABANG-065;065;6080;5800;10
PROD-0000036;2008-03-01;CABANG-065;065;30350;28780;420
PROD-0000037;2008-03-01;CABANG-065;065;4990;4740;30
PROD-0000038;2008-03-01;CABANG-065;065;5980;5710;40
PROD-0000039;2008-03-01;CABANG-065;065;5590;5300;80
PROD-0000040;2008-03-01;CABANG-065;065;15070;14320;370
PROD-0000041;2008-03-01;CABANG-065;065;13180;12440;200
PROD-0000001;2008-03-02;CABANG-065;065;11330;10660;40
PROD-0000002;2008-03-02;CABANG-065;065;4240;4020;80
PROD-0000003;2008-03-02;CABANG-065;065;6300;6020;80
PROD-0000004;2008-03-02;CABANG-065;065;8140;7740;130
PROD-0000005;2008-03-02;CABANG-065;065;7180;6820;40
PROD-0000006;2008-03-02;CABANG-065;065;8210;7870;100
PROD-0000007;2008-03-02;CABANG-065;065;4590;4370;20
PROD-0000008;2008-03-02;CABANG-065;065;1080;1030;20
PROD-0000009;2008-03-02;CABANG-065;065;4730;4520;90
PROD-0000010;2008-03-02;CABANG-065;065;1110;1050;10
PROD-0000011;2008-03-02;CABANG-065;065;1190;1130;0
PROD-0000012;2008-03-02;CABANG-065;065;3510;3370;90
PROD-0000013;2008-03-02;CABANG-065;065;12380;11860;250
PROD-0000014;2008-03-02;CABANG-065;065;11640;11060;30
PROD-0000015;2008-03-02;CABANG-065;065;19020;18000;40
PROD-0000016;2008-03-02;CABANG-065;065;98060;93160;2060
PROD-0000017;2008-03-02;CABANG-065;065;1230;1180;0
PROD-0000018;2008-03-02;CABANG-065;065;8870;8450;190
PROD-0000019;2008-03-02;CABANG-065;065;6100;5800;50
PROD-0000020;2008-03-02;CABANG-065;065;5240;4950;80
PROD-0000021;2008-03-02;CABANG-065;065;11970;11340;130
PROD-0000022;2008-03-02;CABANG-065;065;72270;68660;1770
PROD-0000023;2008-03-02;CABANG-065;065;14060;13350;10
PROD-0000024;2008-03-02;CABANG-065;065;14890;14150;220
PROD-0000025;2008-03-02;CABANG-065;065;10030;9510;60
PROD-0000026;2008-03-02;CABANG-065;065;900;860;20
PROD-0000027;2008-03-02;CABANG-065;065;11980;11460;160
PROD-0000028;2008-03-02;CABANG-065;065;55900;53240;1260
PROD-0000029;2008-03-02;CABANG-065;065;6140;5830;30
PROD-0000030;2008-03-02;CABANG-065;065;4040;3840;90
PROD-0000031;2008-03-02;CABANG-065;065;17940;17190;80
PROD-0000032;2008-03-02;CABANG-065;065;5000;4750;60
PROD-0000033;2008-03-02;CABANG-065;065;15620;14920;90
PROD-0000034;2008-03-02;CABANG-065;065;19920;18920;200
PROD-0000035;2008-03-02;CABANG-065;065;6040;5730;80
PROD-0000036;2008-03-02;CABANG-065;065;30770;29240;570
PROD-0000037;2008-03-02;CABANG-065;065;5050;4800;30
PROD-0000038;2008-03-02;CABANG-065;065;6100;5790;150
PROD-0000039;2008-03-02;CABANG-065;065;5520;5240;110
PROD-0000040;2008-03-02;CABANG-065;065;15040;14290;360
PROD-0000041;2008-03-02;CABANG-065;065;13230;12680;130
PROD-0000001;2008-03-03;CABANG-065;065;11180;10620;170
PROD-0000002;2008-03-03;CABANG-065;065;4230;3980;70
PROD-0000003;2008-03-03;CABANG-065;065;6240;5970;0
PROD-0000004;2008-03-03;CABANG-065;065;8170;7780;110
PROD-0000005;2008-03-03;CABANG-065;065;7120;6810;10
PROD-0000006;2008-03-03;CABANG-065;065;8170;7830;30
PROD-0000007;2008-03-03;CABANG-065;065;4700;4470;110
PROD-0000008;2008-03-03;CABANG-065;065;1090;1040;10
PROD-0000009;2008-03-03;CABANG-065;065;4760;4520;60
PROD-0000010;2008-03-03;CABANG-065;065;1110;1050;20
PROD-0000011;2008-03-03;CABANG-065;065;1200;1140;10
PROD-0000012;2008-03-03;CABANG-065;065;3540;3390;20
PROD-0000013;2008-03-03;CABANG-065;065;12410;11790;20
PROD-0000014;2008-03-03;CABANG-065;065;11500;10950;20
PROD-0000015;2008-03-03;CABANG-065;065;19160;18120;100
PROD-0000016;2008-03-03;CABANG-065;065;98650;94320;740
PROD-0000017;2008-03-03;CABANG-065;065;1210;1140;0
PROD-0000018;2008-03-03;CABANG-065;065;8960;8550;40
PROD-0000019;2008-03-03;CABANG-065;065;6160;5790;50
PROD-0000020;2008-03-03;CABANG-065;065;5310;4990;90
PROD-0000021;2008-03-03;CABANG-065;065;12280;11550;270
PROD-0000022;2008-03-03;CABANG-065;065;71970;68740;1480
PROD-0000023;2008-03-03;CABANG-065;065;14140;13430;200
PROD-0000024;2008-03-03;CABANG-065;065;15170;14440;350
PROD-0000025;2008-03-03;CABANG-065;065;10030;9460;0
PROD-0000026;2008-03-03;CABANG-065;065;910;870;10
PROD-0000027;2008-03-03;CABANG-065;065;12070;11360;110
PROD-0000028;2008-03-03;CABANG-065;065;55220;52460;1020
PROD-0000029;2008-03-03;CABANG-065;065;6200;5890;10
PROD-0000030;2008-03-03;CABANG-065;065;4020;3820;80
PROD-0000031;2008-03-03;CABANG-065;065;18190;17280;140
PROD-0000032;2008-03-03;CABANG-065;065;5050;4800;100
PROD-0000033;2008-03-03;CABANG-065;065;15590;14700;230
PROD-0000034;2008-03-03;CABANG-065;065;20080;19080;380
PROD-0000035;2008-03-03;CABANG-065;065;6080;5770;80
PROD-0000036;2008-03-03;CABANG-065;065;29990;28260;720
PROD-0000037;2008-03-03;CABANG-065;065;5050;4800;90
PROD-0000038;2008-03-03;CABANG-065;065;6020;5720;120
PROD-0000039;2008-03-03;CABANG-065;065;5520;5250;30
PROD-0000040;2008-03-03;CABANG-065;065;15070;14320;20
PROD-0000041;2008-03-03;CABANG-065;065;13260;12500;220
PROD-0000001;2008-03-04;CABANG-065;065;11400;10830;120
PROD-0000002;2008-03-04;CABANG-065;065;4260;4050;80
PROD-0000003;2008-03-04;CABANG-065;065;6160;5850;0
PROD-0000004;2008-03-04;CABANG-065;065;8130;7650;180
PROD-0000005;2008-03-04;CABANG-065;065;7100;6750;90
PROD-0000006;2008-03-04;CABANG-065;065;8160;7730;60
PROD-0000007;2008-03-04;CABANG-065;065;4640;4400;20
PROD-0000008;2008-03-04;CABANG-065;065;1070;1020;10
PROD-0000009;2008-03-04;CABANG-065;065;4680;4470;60
PROD-0000010;2008-03-04;CABANG-065;065;1110;1060;20
PROD-0000011;2008-03-04;CABANG-065;065;1200;1140;0
PROD-0000012;2008-03-04;CABANG-065;065;3510;3360;0
PROD-0000013;2008-03-04;CABANG-065;065;12360;11620;250
PROD-0000014;2008-03-04;CABANG-065;065;11590;10900;20
PROD-0000015;2008-03-04;CABANG-065;065;18940;18060;320
PROD-0000016;2008-03-04;CABANG-065;065;98070;92680;1320
PROD-0000017;2008-03-04;CABANG-065;065;1230;1170;20
PROD-0000018;2008-03-04;CABANG-065;065;8960;8520;0
PROD-0000019;2008-03-04;CABANG-065;065;6050;5760;50
PROD-0000020;2008-03-04;CABANG-065;065;5320;5090;10
PROD-0000021;2008-03-04;CABANG-065;065;12160;11500;140
PROD-0000022;2008-03-04;CABANG-065;065;71970;68530;140
PROD-0000023;2008-03-04;CABANG-065;065;14120;13530;130
PROD-0000024;2008-03-04;CABANG-065;065;15230;14390;50
PROD-0000025;2008-03-04;CABANG-065;065;10110;9690;0
PROD-0000026;2008-03-04;CABANG-065;065;910;860;0
PROD-0000027;2008-03-04;CABANG-065;065;12160;11520;30
PROD-0000028;2008-03-04;CABANG-065;065;55450;52240;470
PROD-0000029;2008-03-04;CABANG-065;065;6150;5880;150
PROD-0000030;2008-03-04;CABANG-065;065;4040;3830;30
PROD-0000031;2008-03-04;CABANG-065;065;17930;17200;170
PROD-0000032;2008-03-04;CABANG-065;065;4960;4740;110
PROD-0000033;2008-03-04;CABANG-065;065;15710;14930;90
PROD-0000034;2008-03-04;CABANG-065;065;20320;19220;400
PROD-0000035;2008-03-04;CABANG-065;065;6090;5780;40
PROD-0000036;2008-03-04;CABANG-065;065;30590;28970;690
PROD-0000037;2008-03-04;CABANG-065;065;5040;4790;50
PROD-0000038;2008-03-04;CABANG-065;065;6040;5780;80
PROD-0000039;2008-03-04;CABANG-065;065;5440;5150;110
PROD-0000040;2008-03-04;CABANG-065;065;14950;14120;110
PROD-0000041;2008-03-04;CABANG-065;065;13310;12650;20
PROD-0000001;2008-03-05;CABANG-065;065;11260;10730;260
PROD-0000002;2008-03-05;CABANG-065;065;4250;4080;100
PROD-0000003;2008-03-05;CABANG-065;065;6270;5960;80
PROD-0000004;2008-03-05;CABANG-065;065;8130;7650;100
PROD-0000005;2008-03-05;CABANG-065;065;7220;6860;90
PROD-0000006;2008-03-05;CABANG-065;065;8080;7680;40
PROD-0000007;2008-03-05;CABANG-065;065;4560;4340;90
PROD-0000008;2008-03-05;CABANG-065;065;1080;1020;10
PROD-0000009;2008-03-05;CABANG-065;065;4810;4570;10
PROD-0000010;2008-03-05;CABANG-065;065;1120;1060;20
PROD-0000011;2008-03-05;CABANG-065;065;1200;1150;10
PROD-0000012;2008-03-05;CABANG-065;065;3600;3440;10
