kode_produk;tgl_berlaku;harga_berlaku;modal
PROD-0000014;2008-11-13;12490;11840
PROD-0000015;2008-11-13;19810;18860
PROD-0000016;2008-11-13;104900;98580
PROD-0000017;2008-11-13;1300;1240
PROD-0000018;2008-11-13;9030;8610
PROD-0000019;2008-11-13;6340;5970
PROD-0000020;2008-11-13;5610;5370
PROD-0000021;2008-11-13;12270;11720
PROD-0000022;2008-11-13;77630;73460
PROD-0000023;2008-11-13;15450;14710
PROD-0000024;2008-11-13;15170;14470
PROD-0000025;2008-11-13;10470;9930
PROD-0000026;2008-11-13;930;880
PROD-0000027;2008-11-13;12560;11980
PROD-0000028;2008-11-13;57640;54430
PROD-0000029;2008-11-13;6580;6330
PROD-0000030;2008-11-13;4220;4050
PROD-0000031;2008-11-13;18790;17810
PROD-0000032;2008-11-13;5270;4970
PROD-0000033;2008-11-13;16000;15370
PROD-0000034;2008-11-13;20440;19690
PROD-0000035;2008-11-13;6210;5850
PROD-0000036;2008-11-13;32170;30340
PROD-0000037;2008-11-13;5260;4970
PROD-0000038;2008-11-13;6240;5960
PROD-0000039;2008-11-13;5620;5280
PROD-0000040;2008-11-13;15240;14440
PROD-0000041;2008-11-13;14200;13470
PROD-0000001;2008-11-14;11960;11310
PROD-0000002;2008-11-14;4380;4090
PROD-0000003;2008-11-14;6490;6120
PROD-0000004;2008-11-14;8540;8060
PROD-0000005;2008-11-14;7240;6890
PROD-0000006;2008-11-14;8530;8160
PROD-0000007;2008-11-14;4730;4440
PROD-0000008;2008-11-14;1130;1080
PROD-0000009;2008-11-14;5000;4790
PROD-0000010;2008-11-14;1130;1070
PROD-0000011;2008-11-14;1230;1170
PROD-0000012;2008-11-14;3640;3480
PROD-0000013;2008-11-14;13250;12490
PROD-0000014;2008-11-14;12420;11850
PROD-0000015;2008-11-14;19970;18750
PROD-0000016;2008-11-14;104270;100440
PROD-0000017;2008-11-14;1290;1250
PROD-0000018;2008-11-14;9100;8600
PROD-0000019;2008-11-14;6340;5910
PROD-0000020;2008-11-14;5620;5380
PROD-0000021;2008-11-14;12390;11760
PROD-0000022;2008-11-14;77790;73460
PROD-0000023;2008-11-14;15390;14560
PROD-0000024;2008-11-14;15100;14350
PROD-0000025;2008-11-14;10450;9930
PROD-0000026;2008-11-14;920;870
PROD-0000027;2008-11-14;12710;12090
PROD-0000028;2008-11-14;57410;54430
PROD-0000029;2008-11-14;6640;6250
PROD-0000030;2008-11-14;4220;4000
PROD-0000031;2008-11-14;18640;17800
PROD-0000032;2008-11-14;5200;4970
PROD-0000033;2008-11-14;16260;15290
PROD-0000034;2008-11-14;20440;19670
PROD-0000035;2008-11-14;6210;5930
PROD-0000036;2008-11-14;32170;30440
PROD-0000037;2008-11-14;5280;4990
PROD-0000038;2008-11-14;6260;5930
PROD-0000039;2008-11-14;5610;5240
PROD-0000040;2008-11-14;15150;14410
PROD-0000041;2008-11-14;14320;13390
PROD-0000001;2008-11-15;12030;11430
PROD-0000002;2008-11-15;4330;4130
PROD-0000003;2008-11-15;6450;6120
PROD-0000004;2008-11-15;8540;8060
PROD-0000005;2008-11-15;7270;6960
PROD-0000006;2008-11-15;8640;8070
PROD-0000007;2008-11-15;4680;4520
PROD-0000008;2008-11-15;1130;1070
PROD-0000009;2008-11-15;4970;4730
PROD-0000010;2008-11-15;1120;1060
PROD-0000011;2008-11-15;1220;1160
PROD-0000012;2008-11-15;3670;3490
PROD-0000013;2008-11-15;13230;12570
PROD-0000014;2008-11-15;12440;11880
PROD-0000015;2008-11-15;19810;18860
PROD-0000016;2008-11-15;103850;99450
PROD-0000017;2008-11-15;1310;1240
PROD-0000018;2008-11-15;8950;8500
PROD-0000019;2008-11-15;6290;6020
PROD-0000020;2008-11-15;5630;5360
PROD-0000021;2008-11-15;12320;11720
PROD-0000022;2008-11-15;77480;73710
PROD-0000023;2008-11-15;15480;14560
PROD-0000024;2008-11-15;15380;14430
PROD-0000025;2008-11-15;10530;9830
PROD-0000026;2008-11-15;930;870
PROD-0000027;2008-11-15;12510;12060
PROD-0000028;2008-11-15;57300;54680
PROD-0000029;2008-11-15;6630;6270
PROD-0000030;2008-11-15;4190;4010
PROD-0000031;2008-11-15;18680;17640
PROD-0000032;2008-11-15;5230;4970
PROD-0000033;2008-11-15;16230;15340
PROD-0000034;2008-11-15;20650;19560
PROD-0000035;2008-11-15;6220;5830
PROD-0000036;2008-11-15;32040;30200
PROD-0000037;2008-11-15;5220;4990
PROD-0000038;2008-11-15;6190;5880
PROD-0000039;2008-11-15;5620;5340
PROD-0000040;2008-11-15;15210;14570
PROD-0000041;2008-11-15;14260;13340
PROD-0000001;2008-11-16;12130;11350
PROD-0000002;2008-11-16;4360;4120
PROD-0000003;2008-11-16;6500;6150
PROD-0000004;2008-11-16;8570;8060
PROD-0000005;2008-11-16;7270;6890
PROD-0000006;2008-11-16;8620;8160
PROD-0000007;2008-11-16;4750;4480
PROD-0000008;2008-11-16;1140;1060
PROD-0000009;2008-11-16;4970;4750
PROD-0000010;2008-11-16;1120;1060
PROD-0000011;2008-11-16;1230;1180
PROD-0000012;2008-11-16;3660;3470
PROD-0000013;2008-11-16;13150;12490
PROD-0000014;2008-11-16;12370;11850
PROD-0000015;2008-11-16;20050;18910
PROD-0000016;2008-11-16;105110;99450
PROD-0000017;2008-11-16;1290;1240
PROD-0000018;2008-11-16;8950;8570
PROD-0000019;2008-11-16;6270;5970
PROD-0000020;2008-11-16;5630;5360
PROD-0000021;2008-11-16;12440;11840
PROD-0000022;2008-11-16;77790;72900
PROD-0000023;2008-11-16;15390;14560
PROD-0000024;2008-11-16;15170;14620
PROD-0000025;2008-11-16;10530;10020
PROD-0000026;2008-11-16;920;870
PROD-0000027;2008-11-16;12660;12100
PROD-0000028;2008-11-16;57760;54430
PROD-0000029;2008-11-16;6630;6310
PROD-0000030;2008-11-16;4230;4010
PROD-0000031;2008-11-16;18830;17900
PROD-0000032;2008-11-16;5190;4920
PROD-0000033;2008-11-16;16260;15150
PROD-0000034;2008-11-16;20440;19580
PROD-0000035;2008-11-16;6160;5910
PROD-0000036;2008-11-16;31980;30670
PROD-0000037;2008-11-16;5270;4970
PROD-0000038;2008-11-16;6190;5960
PROD-0000039;2008-11-16;5530;5280
PROD-0000040;2008-11-16;15330;14470
PROD-0000041;2008-11-16;14150;13470
PROD-0000001;2008-11-17;12060;11330
PROD-0000002;2008-11-17;4370;4160
PROD-0000003;2008-11-17;6480;6110
PROD-0000004;2008-11-17;8450;7990
PROD-0000005;2008-11-17;7330;6850
PROD-0000006;2008-11-17;8550;8120
PROD-0000007;2008-11-17;4720;4490
PROD-0000008;2008-11-17;1120;1070
PROD-0000009;2008-11-17;4960;4760
PROD-0000010;2008-11-17;1130;1070
PROD-0000011;2008-11-17;1240;1180
PROD-0000012;2008-11-17;3680;3490
PROD-0000013;2008-11-17;13070;12490
PROD-0000014;2008-11-17;12400;11850
PROD-0000015;2008-11-17;19850;19020
PROD-0000016;2008-11-17;104060;99910
PROD-0000017;2008-11-17;1300;1230
PROD-0000018;2008-11-17;8990;8510
PROD-0000019;2008-11-17;6320;6000
PROD-0000020;2008-11-17;5650;5420
PROD-0000021;2008-11-17;12390;11720
PROD-0000022;2008-11-17;77630;73070
PROD-0000023;2008-11-17;15360;14560
PROD-0000024;2008-11-17;15290;14480
PROD-0000025;2008-11-17;10450;9850
PROD-0000026;2008-11-17;930;880
PROD-0000027;2008-11-17;12540;11860
PROD-0000028;2008-11-17;57410;54230
PROD-0000029;2008-11-17;6560;6270
PROD-0000030;2008-11-17;4270;4010
PROD-0000031;2008-11-17;18790;17740
PROD-0000032;2008-11-17;5270;4970
PROD-0000033;2008-11-17;16000;15290
PROD-0000034;2008-11-17;20530;19580
PROD-0000035;2008-11-17;6210;5930
PROD-0000036;2008-11-17;31910;30290
PROD-0000037;2008-11-17;5210;4990
PROD-0000038;2008-11-17;6210;5950
PROD-0000039;2008-11-17;5540;5280
PROD-0000040;2008-11-17;15300;14520
PROD-0000041;2008-11-17;14200;13410
PROD-0000001;2008-11-18;11960;11430
PROD-0000002;2008-11-18;4360;4070
PROD-0000003;2008-11-18;6480;6120
PROD-0000004;2008-11-18;8520;8120
PROD-0000005;2008-11-18;7290;6890
PROD-0000006;2008-11-18;8570;8210
PROD-0000007;2008-11-18;4740;4440
PROD-0000008;2008-11-18;1120;1060
PROD-0000009;2008-11-18;4970;4760
PROD-0000010;2008-11-18;1130;1070
PROD-0000011;2008-11-18;1220;1170
PROD-0000012;2008-11-18;3650;3470
PROD-0000013;2008-11-18;13070;12490
PROD-0000014;2008-11-18;12540;11920
PROD-0000015;2008-11-18;19810;18880
PROD-0000016;2008-11-18;104270;98890
PROD-0000017;2008-11-18;1310;1240
PROD-0000018;2008-11-18;9060;8530
PROD-0000019;2008-11-18;6270;5970
PROD-0000020;2008-11-18;5690;5390
PROD-0000021;2008-11-18;12390;11760
PROD-0000022;2008-11-18;76860;72760
PROD-0000023;2008-11-18;15420;14550
PROD-0000024;2008-11-18;15170;14370
PROD-0000025;2008-11-18;10450;9970
PROD-0000026;2008-11-18;920;880
PROD-0000027;2008-11-18;12590;12100
PROD-0000028;2008-11-18;56950;54000
PROD-0000029;2008-11-18;6630;6230
PROD-0000030;2008-11-18;4240;4010
PROD-0000031;2008-11-18;18790;17740
PROD-0000032;2008-11-18;5230;5000
PROD-0000033;2008-11-18;16160;15440
PROD-0000034;2008-11-18;20570;19580
PROD-0000035;2008-11-18;6190;5890
PROD-0000036;2008-11-18;32170;30270
PROD-0000037;2008-11-18;5300;4990
PROD-0000038;2008-11-18;6210;5930
PROD-0000039;2008-11-18;5540;5320
PROD-0000040;2008-11-18;15090;14280
PROD-0000041;2008-11-18;14180;13550
PROD-0000001;2008-11-19;11980;11460
PROD-0000002;2008-11-19;4310;4120
PROD-0000003;2008-11-19;6500;6110
PROD-0000004;2008-11-19;8570;8070
PROD-0000005;2008-11-19;7200;6860
PROD-0000006;2008-11-19;8520;8160
PROD-0000007;2008-11-19;4720;4450
PROD-0000008;2008-11-19;1130;1080
PROD-0000009;2008-11-19;4990;4760
PROD-0000010;2008-11-19;1120;1070
PROD-0000011;2008-11-19;1240;1160
PROD-0000012;2008-11-19;3660;3470
PROD-0000013;2008-11-19;13040;12490
PROD-0000014;2008-11-19;12590;11770
PROD-0000015;2008-11-19;20050;18750
PROD-0000016;2008-11-19;104480;99710
PROD-0000017;2008-11-19;1300;1230
PROD-0000018;2008-11-19;9030;8600
PROD-0000019;2008-11-19;6270;5930
PROD-0000020;2008-11-19;5700;5370
PROD-0000021;2008-11-19;12460;11660
PROD-0000022;2008-11-19;77940;73460
PROD-0000023;2008-11-19;15330;14410
PROD-0000024;2008-11-19;15230;14580
PROD-0000025;2008-11-19;10510;9930
PROD-0000026;2008-11-19;930;870
PROD-0000027;2008-11-19;12610;11980
PROD-0000028;2008-11-19;57640;54430
PROD-0000029;2008-11-19;6650;6270
PROD-0000030;2008-11-19;4240;4050
PROD-0000031;2008-11-19;18790;17810
PROD-0000032;2008-11-19;5200;4970
PROD-0000033;2008-11-19;16230;15390
PROD-0000034;2008-11-19;20480;19410
PROD-0000035;2008-11-19;6180;5830
PROD-0000036;2008-11-19;32100;30380
PROD-0000037;2008-11-19;5250;4970
PROD-0000038;2008-11-19;6190;5980
PROD-0000039;2008-11-19;5530;5340
PROD-0000040;2008-11-19;15120;14320
PROD-0000041;2008-11-19;14180;13490
PROD-0000001;2008-11-20;12010;11430
PROD-0000002;2008-11-20;4380;4110
PROD-0000003;2008-11-20;6480;6120
PROD-0000004;2008-11-20;8570;8060
PROD-0000005;2008-11-20;7200;6890
PROD-0000006;2008-11-20;8670;8160
PROD-0000007;2008-11-20;4740;4440
PROD-0000008;2008-11-20;1140;1080
PROD-0000009;2008-11-20;5030;4720
PROD-0000010;2008-11-20;1120;1070
PROD-0000011;2008-11-20;1230;1170
PROD-0000012;2008-11-20;3650;3490
PROD-0000013;2008-11-20;13150;12490
PROD-0000014;2008-11-20;12490;11850
PROD-0000015;2008-11-20;20010;18720
PROD-0000016;2008-11-20;104900;98460
PROD-0000017;2008-11-20;1300;1230
PROD-0000018;2008-11-20;9120;8650
PROD-0000019;2008-11-20;6340;5970
PROD-0000020;2008-11-20;5620;5370
PROD-0000021;2008-11-20;12360;11760
PROD-0000022;2008-11-20;77630;73510
PROD-0000023;2008-11-20;15360;14430
PROD-0000024;2008-11-20;15290;14440
PROD-0000025;2008-11-20;10370;9930
PROD-0000026;2008-11-20;930;870
PROD-0000027;2008-11-20;12540;11970
PROD-0000028;2008-11-20;57760;54880
PROD-0000029;2008-11-20;6650;6260
PROD-0000030;2008-11-20;4190;4040
PROD-0000031;2008-11-20;18710;17670
PROD-0000032;2008-11-20;5230;4950
PROD-0000033;2008-11-20;16030;15290
PROD-0000034;2008-11-20;20480;19730
PROD-0000035;2008-11-20;6210;5890
PROD-0000036;2008-11-20;32300;30500
PROD-0000037;2008-11-20;5290;4980
PROD-0000038;2008-11-20;6300;5910
PROD-0000039;2008-11-20;5530;5270
PROD-0000040;2008-11-20;15240;14420
PROD-0000041;2008-11-20;14290;13450
PROD-0000001;2008-11-21;12080;11320
PROD-0000002;2008-11-21;4360;4120
PROD-0000003;2008-11-21;6400;6160
PROD-0000004;2008-11-21;8430;8090
PROD-0000005;2008-11-21;7200;6860
PROD-0000006;2008-11-21;8590;8130
PROD-0000007;2008-11-21;4760;4480
PROD-0000008;2008-11-21;1120;1080
PROD-0000009;2008-11-21;5030;4740
PROD-0000010;2008-11-21;1130;1060
PROD-0000011;2008-11-21;1240;1170
PROD-0000012;2008-11-21;3660;3470
PROD-0000013;2008-11-21;13170;12390
PROD-0000014;2008-11-21;12420;11750
PROD-0000015;2008-11-21;19930;18910
PROD-0000016;2008-11-21;105310;99190
PROD-0000017;2008-11-21;1290;1240
PROD-0000018;2008-11-21;9060;8590
PROD-0000019;2008-11-21;6230;5970
PROD-0000020;2008-11-21;5610;5360
PROD-0000021;2008-11-21;12410;11720
PROD-0000022;2008-11-21;77480;73000
PROD-0000023;2008-11-21;15480;14420
PROD-0000024;2008-11-21;15350;14470
PROD-0000025;2008-11-21;10470;9890
PROD-0000026;2008-11-21;920;870
PROD-0000027;2008-11-21;12690;11980
PROD-0000028;2008-11-21;57410;54230
PROD-0000029;2008-11-21;6600;6280
PROD-0000030;2008-11-21;4200;4050
PROD-0000031;2008-11-21;18940;17810
PROD-0000032;2008-11-21;5200;4920
PROD-0000033;2008-11-21;15970;15290
PROD-0000034;2008-11-21;20730;19580
PROD-0000035;2008-11-21;6240;5920
PROD-0000036;2008-11-21;31850;30500
PROD-0000037;2008-11-21;5240;4990
PROD-0000038;2008-11-21;6300;5930
PROD-0000039;2008-11-21;5590;5280
PROD-0000040;2008-11-21;15270;14420
PROD-0000041;2008-11-21;14150;13470
PROD-0000001;2008-11-22;12010;11530
PROD-0000002;2008-11-22;4330;4120
PROD-0000003;2008-11-22;6490;6050
PROD-0000004;2008-11-22;8420;8050
PROD-0000005;2008-11-22;7260;6830
PROD-0000006;2008-11-22;8520;8190
PROD-0000007;2008-11-22;4720;4510
PROD-0000008;2008-11-22;1140;1080
PROD-0000009;2008-11-22;4970;4740
PROD-0000010;2008-11-22;1130;1060
PROD-0000011;2008-11-22;1240;1170
PROD-0000012;2008-11-22;3640;3470
PROD-0000013;2008-11-22;13170;12370
PROD-0000014;2008-11-22;12370;11890
PROD-0000015;2008-11-22;19770;18860
PROD-0000016;2008-11-22;104900;98880
PROD-0000017;2008-11-22;1300;1230
PROD-0000018;2008-11-22;9040;8570
PROD-0000019;2008-11-22;6280;6010
PROD-0000020;2008-11-22;5630;5420
PROD-0000021;2008-11-22;12320;11780
PROD-0000022;2008-11-22;77010;73430
PROD-0000023;2008-11-22;15450;14450
PROD-0000024;2008-11-22;15200;14350
PROD-0000025;2008-11-22;10470;9960
PROD-0000026;2008-11-22;930;880
PROD-0000027;2008-11-22;12510;11920
PROD-0000028;2008-11-22;56950;54430
PROD-0000029;2008-11-22;6550;6270
PROD-0000030;2008-11-22;4240;4010
PROD-0000031;2008-11-22;18900;17810
PROD-0000032;2008-11-22;5260;4980
PROD-0000033;2008-11-22;16160;15440
PROD-0000034;2008-11-22;20530;19580
PROD-0000035;2008-11-22;6180;5850
PROD-0000036;2008-11-22;31850;30720
PROD-0000037;2008-11-22;5240;4990
PROD-0000038;2008-11-22;6200;5950
PROD-0000039;2008-11-22;5610;5280
PROD-0000040;2008-11-22;15090;14400
PROD-0000041;2008-11-22;14200;13490
PROD-0000001;2008-11-23;12130;11430
PROD-0000002;2008-11-23;4320;4100
PROD-0000003;2008-11-23;6490;6120
PROD-0000004;2008-11-23;8550;7990
PROD-0000005;2008-11-23;7240;6860
PROD-0000006;2008-11-23;8570;8090
PROD-0000007;2008-11-23;4700;4520
PROD-0000008;2008-11-23;1130;1070
PROD-0000009;2008-11-23;4980;4740
PROD-0000010;2008-11-23;1130;1070
PROD-0000011;2008-11-23;1230;1170
PROD-0000012;2008-11-23;3640;3500
PROD-0000013;2008-11-23;13230;12620
PROD-0000014;2008-11-23;12590;11850
PROD-0000015;2008-11-23;19810;18940
PROD-0000016;2008-11-23;105730;99460
PROD-0000017;2008-11-23;1300;1240
PROD-0000018;2008-11-23;8990;8550
PROD-0000019;2008-11-23;6320;5970
PROD-0000020;2008-11-23;5650;5360
PROD-0000021;2008-11-23;12320;11720
PROD-0000022;2008-11-23;77010;72960
PROD-0000023;2008-11-23;15360;14460
PROD-0000024;2008-11-23;15100;14470
PROD-0000025;2008-11-23;10470;9950
PROD-0000026;2008-11-23;920;870
PROD-0000027;2008-11-23;12660;11970
PROD-0000028;2008-11-23;57870;54350
PROD-0000029;2008-11-23;6600;6330
PROD-0000030;2008-11-23;4240;4010
PROD-0000031;2008-11-23;18830;17810
PROD-0000032;2008-11-23;5240;4970
PROD-0000033;2008-11-23;16100;15290
PROD-0000034;2008-11-23;20440;19450
PROD-0000035;2008-11-23;6260;5900
PROD-0000036;2008-11-23;31980;30500
PROD-0000037;2008-11-23;5240;5020
PROD-0000038;2008-11-23;6290;5930
PROD-0000039;2008-11-23;5520;5260
PROD-0000040;2008-11-23;15210;14380
PROD-0000041;2008-11-23;14120;13380
PROD-0000001;2008-11-24;12130;11400
PROD-0000002;2008-11-24;4360;4160
PROD-0000003;2008-11-24;6490;6150
PROD-0000004;2008-11-24;8480;8000
PROD-0000005;2008-11-24;7330;6890
PROD-0000006;2008-11-24;8550;8160
PROD-0000007;2008-11-24;4750;4480
PROD-0000008;2008-11-24;1120;1060
PROD-0000009;2008-11-24;4980;4720
PROD-0000010;2008-11-24;1130;1070
PROD-0000011;2008-11-24;1240;1170
PROD-0000012;2008-11-24;3660;3470
PROD-0000013;2008-11-24;13120;12490
PROD-0000014;2008-11-24;12420;11850
PROD-0000015;2008-11-24;19850;18860
PROD-0000016;2008-11-24;104690;99450
PROD-0000017;2008-11-24;1300;1240
PROD-0000018;2008-11-24;9060;8570
PROD-0000019;2008-11-24;6270;5920
PROD-0000020;2008-11-24;5600;5360
PROD-0000021;2008-11-24;12270;11720
PROD-0000022;2008-11-24;77630;73460
PROD-0000023;2008-11-24;15270;14560
PROD-0000024;2008-11-24;15260;14560
PROD-0000025;2008-11-24;10490;10030
PROD-0000026;2008-11-24;920;870
PROD-0000027;2008-11-24;12690;12020
PROD-0000028;2008-11-24;57070;54430
PROD-0000029;2008-11-24;6550;6270
PROD-0000030;2008-11-24;4230;4010
PROD-0000031;2008-11-24;18750;17780
PROD-0000032;2008-11-24;5240;4970
PROD-0000033;2008-11-24;16000;15200
PROD-0000034;2008-11-24;20730;19720
PROD-0000035;2008-11-24;6170;5930
PROD-0000036;2008-11-24;32100;30500
PROD-0000037;2008-11-24;5250;4950
PROD-0000038;2008-11-24;6240;5930
PROD-0000039;2008-11-24;5520;5260
PROD-0000040;2008-11-24;15120;14360
PROD-0000041;2008-11-24;14150;13360
PROD-0000001;2008-11-25;11930;11360
PROD-0000002;2008-11-25;4320;4130
PROD-0000003;2008-11-25;6440;6120
PROD-0000004;2008-11-25;8480;8060
PROD-0000005;2008-11-25;7240;6950
PROD-0000006;2008-11-25;8530;8160
PROD-0000007;2008-11-25;4700;4450
PROD-0000008;2008-11-25;1120;1070
PROD-0000009;2008-11-25;5040;4750
PROD-0000010;2008-11-25;1130;1070
PROD-0000011;2008-11-25;1230;1170
PROD-0000012;2008-11-25;3690;3470
PROD-0000013;2008-11-25;13280;12560
PROD-0000014;2008-11-25;12490;11800
PROD-0000015;2008-11-25;19770;18860
PROD-0000016;2008-11-25;104480;99490
PROD-0000017;2008-11-25;1300;1220
PROD-0000018;2008-11-25;8970;8530
PROD-0000019;2008-11-25;6310;5910
PROD-0000020;2008-11-25;5670;5340
PROD-0000021;2008-11-25;12340;11710
PROD-0000022;2008-11-25;77940;73460
PROD-0000023;2008-11-25;15200;14560
PROD-0000024;2008-11-25;15200;14570
PROD-0000025;2008-11-25;10370;10020
PROD-0000026;2008-11-25;910;880
PROD-0000027;2008-11-25;12660;12070
PROD-0000028;2008-11-25;57410;54430
PROD-0000029;2008-11-25;6550;6270
PROD-0000030;2008-11-25;4220;4010
PROD-0000031;2008-11-25;18750;17760
PROD-0000032;2008-11-25;5240;4990
PROD-0000033;2008-11-25;16260;15230
PROD-0000034;2008-11-25;20610;19400
PROD-0000035;2008-11-25;6160;5890
PROD-0000036;2008-11-25;32170;30710
PROD-0000037;2008-11-25;5250;5000
PROD-0000038;2008-11-25;6280;5930
PROD-0000039;2008-11-25;5560;5330
PROD-0000040;2008-11-25;15300;14420
PROD-0000041;2008-11-25;14150;13390
PROD-0000001;2008-11-26;11980;11410
PROD-0000002;2008-11-26;4350;4130
PROD-0000003;2008-11-26;6410;6120
PROD-0000004;2008-11-26;8480;8060
PROD-0000005;2008-11-26;7290;6890
PROD-0000006;2008-11-26;8600;8170
PROD-0000007;2008-11-26;4710;4480
PROD-0000008;2008-11-26;1120;1080
PROD-0000009;2008-11-26;5040;4740
PROD-0000010;2008-11-26;1120;1070
PROD-0000011;2008-11-26;1240;1170
PROD-0000012;2008-11-26;3630;3470
PROD-0000013;2008-11-26;13090;12400
PROD-0000014;2008-11-26;12520;11750
PROD-0000015;2008-11-26;19690;18860
PROD-0000016;2008-11-26;105310;99450
PROD-0000017;2008-11-26;1300;1240
PROD-0000018;2008-11-26;9100;8600
PROD-0000019;2008-11-26;6320;5930
PROD-0000020;2008-11-26;5690;5350
PROD-0000021;2008-11-26;12240;11720
PROD-0000022;2008-11-26;76860;74070
PROD-0000023;2008-11-26;15270;14560
PROD-0000024;2008-11-26;15380;14470
PROD-0000025;2008-11-26;10550;9960
PROD-0000026;2008-11-26;920;870
PROD-0000027;2008-11-26;12590;11980
PROD-0000028;2008-11-26;57070;54890
PROD-0000029;2008-11-26;6560;6250
PROD-0000030;2008-11-26;4230;3970
PROD-0000031;2008-11-26;18860;17810
PROD-0000032;2008-11-26;5210;4980
PROD-0000033;2008-11-26;16130;15440
PROD-0000034;2008-11-26;20730;19560
PROD-0000035;2008-11-26;6170;5890
PROD-0000036;2008-11-26;31910;30230
PROD-0000037;2008-11-26;5280;4990
PROD-0000038;2008-11-26;6260;5870
PROD-0000039;2008-11-26;5590;5280
PROD-0000040;2008-11-26;15060;14420
PROD-0000041;2008-11-26;14290;13470
PROD-0000001;2008-11-27;12100;11430
PROD-0000002;2008-11-27;4320;4120
PROD-0000003;2008-11-27;6440;6170
PROD-0000004;2008-11-27;8550;8060
PROD-0000005;2008-11-27;7330;6940
PROD-0000006;2008-11-27;8520;8160
PROD-0000007;2008-11-27;4700;4480
PROD-0000008;2008-11-27;1130;1070
PROD-0000009;2008-11-27;5030;4710
PROD-0000010;2008-11-27;1130;1070
PROD-0000011;2008-11-27;1250;1160
PROD-0000012;2008-11-27;3670;3450
PROD-0000013;2008-11-27;13230;12610
PROD-0000014;2008-11-27;12470;11810
PROD-0000015;2008-11-27;19810;19050
PROD-0000016;2008-11-27;105520;99450
PROD-0000017;2008-11-27;1310;1240
PROD-0000018;2008-11-27;9080;8660
PROD-0000019;2008-11-27;6240;5990
PROD-0000020;2008-11-27;5680;5350
PROD-0000021;2008-11-27;12340;11730
PROD-0000022;2008-11-27;77940;73920
PROD-0000023;2008-11-27;15390;14480
PROD-0000024;2008-11-27;15380;14580
PROD-0000025;2008-11-27;10470;9940
PROD-0000026;2008-11-27;920;870
PROD-0000027;2008-11-27;12690;12070
PROD-0000028;2008-11-27;57870;54340
PROD-0000029;2008-11-27;6580;6210
PROD-0000030;2008-11-27;4230;4030
PROD-0000031;2008-11-27;18860;17890
PROD-0000032;2008-11-27;5190;4940
PROD-0000033;2008-11-27;16200;15180
PROD-0000034;2008-11-27;20440;19580
PROD-0000035;2008-11-27;6180;5920
PROD-0000036;2008-11-27;32170;30500
PROD-0000037;2008-11-27;5290;4970
PROD-0000038;2008-11-27;6200;5940
PROD-0000039;2008-11-27;5590;5280
PROD-0000040;2008-11-27;15060;14380
PROD-0000041;2008-11-27;14230;13340
PROD-0000001;2008-11-28;12100;11320
PROD-0000002;2008-11-28;4370;4100
PROD-0000003;2008-11-28;6470;6110
PROD-0000004;2008-11-28;8430;8050
PROD-0000005;2008-11-28;7230;6860
PROD-0000006;2008-11-28;8590;8160
PROD-0000007;2008-11-28;4760;4480
PROD-0000008;2008-11-28;1120;1070
PROD-0000009;2008-11-28;4970;4770
PROD-0000010;2008-11-28;1120;1070
PROD-0000011;2008-11-28;1250;1160
PROD-0000012;2008-11-28;3650;3470
PROD-0000013;2008-11-28;13200;12600
PROD-0000014;2008-11-28;12590;11860
PROD-0000015;2008-11-28;19850;19050
PROD-0000016;2008-11-28;104900;99450
PROD-0000017;2008-11-28;1300;1240
PROD-0000018;2008-11-28;9080;8520
PROD-0000019;2008-11-28;6340;5970
PROD-0000020;2008-11-28;5610;5350
PROD-0000021;2008-11-28;12270;11720
PROD-0000022;2008-11-28;78100;73460
PROD-0000023;2008-11-28;15450;14490
PROD-0000024;2008-11-28;15100;14320
PROD-0000025;2008-11-28;10430;9930
PROD-0000026;2008-11-28;910;870
PROD-0000027;2008-11-28;12740;11980
PROD-0000028;2008-11-28;57640;53940
PROD-0000029;2008-11-28;6590;6270
PROD-0000030;2008-11-28;4210;4000
PROD-0000031;2008-11-28;18830;17810
PROD-0000032;2008-11-28;5190;4970
PROD-0000033;2008-11-28;15970;15190
PROD-0000034;2008-11-28;20480;19710
PROD-0000035;2008-11-28;6190;5890
PROD-0000036;2008-11-28;32100;30250
PROD-0000037;2008-11-28;5250;5000
PROD-0000038;2008-11-28;6190;5980
PROD-0000039;2008-11-28;5540;5240
PROD-0000040;2008-11-28;15150;14570
PROD-0000041;2008-11-28;14120;13570
PROD-0000001;2008-11-29;12060;11460
PROD-0000002;2008-11-29;4310;4090
PROD-0000003;2008-11-29;6390;6170
PROD-0000004;2008-11-29;8420;8120
PROD-0000005;2008-11-29;7210;6830
PROD-0000006;2008-11-29;8600;8120
PROD-0000007;2008-11-29;4680;4500
PROD-0000008;2008-11-29;1130;1070
PROD-0000009;2008-11-29;5020;4780
PROD-0000010;2008-11-29;1120;1070
PROD-0000011;2008-11-29;1230;1170
PROD-0000012;2008-11-29;3690;3500
PROD-0000013;2008-11-29;13280;12490
PROD-0000014;2008-11-29;12400;11970
PROD-0000015;2008-11-29;19730;19010
PROD-0000016;2008-11-29;105520;100460
PROD-0000017;2008-11-29;1290;1240
PROD-0000018;2008-11-29;9100;8570
PROD-0000019;2008-11-29;6330;6010
PROD-0000020;2008-11-29;5700;5370
PROD-0000021;2008-11-29;12410;11720
PROD-0000022;2008-11-29;78100;73520
PROD-0000023;2008-11-29;15360;14550
